Index,Time,Process Speed Ratio,Environment,Outer Temp,Page Count,Inner Temp,Humidity,LSU Temp,TRC Enable,TRC Elapsed Time,TRC Delta CV Y,TRC Delta CV M,TRC Delta CV C,TRC Delta CV K,TRC Delta DC Y,TRC Delta DC M,TRC Delta DC C,TRC Delta DC K,TRC Delta VPP Y,TRC Delta VPP M,TRC Delta VPP C,TRC Delta VPP K,TRC Delta LD Y,TRC Delta LD M,TRC Delta LD C,TRC Delta LD K,TRC CMS ERR 1 Y,TRC CMS ERR 2 Y,TRC CMS ERR 3 Y,TRC CMS ERR 4 Y,TRC CMS ERR 5 Y,TRC CMS ERR 6 Y,TRC CMS ERR 7 Y,TRC CMS ERR 8 Y,TRC CMS ERR 1 M,TRC CMS ERR 2 M,TRC CMS ERR 3 M,TRC CMS ERR 4 M,TRC CMS ERR 5 M,TRC CMS ERR 6 M,TRC CMS ERR 7 M,TRC CMS ERR 8 M,TRC CMS ERR 1 C,TRC CMS ERR 2 C,TRC CMS ERR 3 C,TRC CMS ERR 4 C,TRC CMS ERR 5 C,TRC CMS ERR 6 C,TRC CMS ERR 7 C,TRC CMS ERR 8 C,TRC CMS ERR 1 K,TRC CMS ERR 2 K,TRC CMS ERR 3 K,TRC CMS ERR 4 K,TRC CMS ERR 5 K,TRC CMS ERR 6 K,TRC CMS ERR 7 K,TRC CMS ERR 8 K,TCC TC Y,TCC TC M,TCC TC C,TCC TC K,TCC CT Y,TCC CT M,TCC CT C,TCC CT K,TCC OT Y,TCC OT M,TCC OT C,TCC OT K,TCC CV Y,TCC CV M,TCC CV C,TCC CV K,TCC SM Y,TCC SM M,TCC SM C,TCC SM K,TCC DOT Y,TCC DOT M,TCC DOT C,TCC DOT K,TCC TA Y,TCC TA M,TCC TA C,TCC TA K,TCC EA Y,TCC EA M,TCC EA C,TCC EA K,TCC Page Y,TCC Page M,TCC Page C,TCC Page K,TCC BM Y,TCC BM M,TCC BM C,TCC BM K,LSU Temp MIN,LSU Temp MAX,LSU Temp AVG,LSU Temp DIF,ClassBinary
39,360308.032,100,0,0,187,0,0,24,7,0,0,0,0,0,-13,0,0,11,0,0,0,0,12,13,32,13,0,3,4,11,34,25,22,-6,0,-1,-3,3,24,6,-1,-11,0,-3,-11,-9,-9,6,4,-15,-7,-10,-6,-8,-2,-8,-5,0,158.1516588,154.9407583,156.8056872,169.1800948,159,159,159,149.7985782,-1,-1,-1,-0.201421801,130,129,130,129,6,5,3.412322275,32.26540284,18089848,27432808,27630986,280187819,770488689,1430558621,1208990595,4214692736,1825616.092,3389764.623,2864717.521,9986801.73,146,146,146,183,-1,-2,-3.587677725,25.26540284,288,312,299.8341232,7,1
40,362136.432,100,0,0,357,0,2,28,2,0,0,0,-1,0,4,0,0,20,0,0,0,0,25,27,14,6,0,-5,-10,-10,-34,-16,6,23,0,-2,-1,-7,-15,6,25,17,0,-3,3,1,-9,-5,12,32,0,0,-3,-6,-1,13,3,0,154.8040685,151.1017131,156.0117773,154.1659529,159,159,159,149.4057816,-1,-1,-1,-0.594218415,130,129,129.133833,129,5.00856531,4.194860814,3,10.91541756,93422688,95272512,97486368,632439283,1707057213,3168070172,2677435440,9426978049,1827583.425,3391709.011,2866466.045,10092833.12,101,101,101,325,-1.99143469,-2.805139186,-4,3.915417559,291,319,302.3747323,4,0
41,363528.832,100,0,0,644,0,5,24,2,0,-1,0,0,0,67,3,0,-13,0,1,0,0,-23,20,21,-26,0,-8,-7,-14,-6,-34,-48,-29,0,-6,-4,1,-1,-14,-24,17,0,-3,-7,-6,5,-5,-3,-2,10,6,8,7,1,-8,-1,2,152.9700511,145.7940102,152.6705625,155.376187,159,159,159,149.9517896,-1,-1,-1,-0.048210373,129.6318481,129,129,129,5,3.694667641,3,10.92330168,1977984,5515616,9594528,988159851,2503736248,4644526138,3925639146,13948894128,1828743.529,3392559.995,2867319.235,10188792.98,200,200,200,643,-2,-3.305332359,-4,3.92330168,301,325,312.5252009,4,0
42,365646.732,100,0,0,600,1,2,25,2,0,1,0,0,0,-30,-3,0,-18,0,0,0,0,-21,-3,-11,4,0,9,14,14,13,27,39,22,0,2,3,0,-1,12,30,19,0,1,0,3,-2,-2,2,23,-4,0,0,1,-2,-2,1,-1,152.9847397,138.9937163,152.9658887,154.1894075,159,159,159,149.0062837,-1,-1,-1,-0.993716338,129,129,129,129,5,2,3,17.47217235,233930124,233975645,234028131,759907603,2040661737,3780410176,3196362189,11498535516,1831712,3393274,2868996,10321479.93,200,200,200,527,-2,-5,-4,10.47217235,305,330,318.5888689,1,0
43,366582.832,100,0,0,301,0,1,23,53,0,0,0,0,0,-49,11,0,7,0,5,15,0,45,5,13,-10,0,0,-1,5,13,31,43,16,0,-1,-7,-7,0,4,5,-25,0,0,3,-1,-9,7,6,-22,8,4,-7,-9,1,-3,-8,-4,148.8243832,139.0943396,148.3759071,156.2264151,159,159,159,149.8519594,-1,-1,-1,-0.148040639,129,129,129,129,4.309143687,2,3,22.67198839,3951415,5548911,7651234,496412540,1262901669,2338358013,1977451170,7211302524,1832730.762,3393765.552,2869796.295,10465870.24,101,101,101,300,-2.690856313,-5,-4,15.67198839,309,332,322.1886792,2,1
44,368495.932,100,0,0,501,0,0,27,2,0,-1,0,0,0,82,20,0,-2,0,9,1,0,-25,7,9,15,0,-11,-19,-21,-33,-51,-78,-26,0,-2,-3,-3,-3,-30,-33,10,0,-2,-4,0,16,0,-2,19,-6,-6,2,3,-2,1,7,3,149,140,148,157.4126074,159,159,159,149.5014327,-1,-1,-1,-0.498567335,129,129,129,129,4,2,3,29.51098376,0,0,0,902061138,1919362494,3553432146,3005105682,11202960803,1832956,3393896,2869929,10699395.4,0,0,0,468,-3,-5,-4,22.51098376,307,334,320.0276982,4,1
45,369765.232,100,0,0,172,0,0,24,2,0,1,0,0,0,-44,-9,0,8,0,-1,4,0,2,-5,3,-10,0,10,19,20,29,44,61,17,0,2,5,6,9,32,39,7,0,-2,0,-1,-6,0,9,-2,-1,4,-1,9,-4,2,-8,1,154.0386266,146.4570815,153.1223176,157.6802575,159,159,159,149.0171674,-1,-1,-1,-0.982832618,129.5772532,129,129,129,4,1.113733906,2.066523605,35,364885600,624704172,572905400,375649800,855446553,1582036593,1339017187,5149996148,1835527.423,3394764.264,2873225.2,11050711.87,136,136,136,145,-3,-5.886266094,-4.933476395,28,305,329,318.723176,3,0
46,384424.318,100,0,5,105,10,14,89,13,8,-1,-1,0,0,107,116,0,-1,16,3,0,0,20,23,7,-13,0,-14,-18,-21,-23,-31,-33,49,0,-13,-19,-28,-36,-44,-51,-5,0,1,0,-1,1,11,-7,21,10,0,0,-9,0,-4,4,-2,168.7551724,174.062069,167.3758621,160.4827586,159.4068966,159.7551724,159.7931034,149.5448276,-0.593103448,-0.244827586,-0.206896552,-0.455172414,129.0965517,128.0896552,129,129,4.151724138,1,2.137931034,35,663591196,1288939177,1659583414,1186764692,536717120,989069734,838970729,3271148050,1850340.186,3410049.507,2892423.924,11277235.97,89,89,89,100,-2.848275862,-6,-4.862068966,28,241,330,315.5206897,65,1
47,388724.932,100,1,6,811,11,11,49,2,0,0,0,0,0,-114,-102,0,0,-16,-17,-20,0,-50,-112,-97,55,0,27,33,43,38,29,-5,-103,0,23,38,55,59,48,7,-62,0,14,23,26,27,18,3,-66,-1,6,8,15,14,14,7,5,143.8671916,154.5412073,143.0540682,125.4750656,140.0246719,140.5732283,140.5742782,129.6703412,-0.048818898,0.499737533,0.500787402,-0.403149606,138.8603675,138.8566929,139.8566929,139.8603675,5,1.447244094,3.149606299,28.06981627,1173401557,1846072310,2029926775,1811310649,3622327193,6634160269,5641186421,21864357015,1901265.876,3482281.615,2961010.254,11476944.09,393,393,393,803,-2,-5.552755906,-3.850393701,21.06981627,240,289,269.111811,40,1
48,390228.918,100,0,0,526,0,5,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-15,-17,-23,-3,32,0,5,8,2,-6,-6,14,39,0,2,-1,-5,-13,-28,-18,18,-3,-14,-11,-21,-18,-11,-5,0,145.1363174,148.7365209,142.5422177,123.8311292,139.9023398,139.9023398,139.9023398,129.8128179,-0.097660224,-0.097660224,-0.097660224,-0.187182096,139,139,140,140,5,3,4,20.10986775,392104818,483104379,452048680,595535068,1889010559,3449332734,2928820544,11358276296,1921468.449,3508742.792,2979258.916,11554422.3,325,325,325,527,-2,-4,-3,13.10986775,275,298,284.2065107,26,1
49,391547.332,100,0,0,464,0,5,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,371,479,0,0,0,0,0,109,218,329,0,0,0,0,0,99,190,285,0,0,0,0,593,427,245,124,0,0,0,0,140.1875761,145.4141291,140.409257,125.8708892,139.0133983,139.2630938,139.09257,129.5785627,-0.986601705,-0.736906212,-0.907429963,-0.421437272,139,139,140,140,5,3,3.02679659,14.9500609,148530475,194455662,189904920,781877952,1590958848,2894521672,2455825733,9525726289,1937647.676,3525469.235,2991080.363,11602238.83,150,150,150,352,-2,-4,-3.97320341,7.950060901,284,309,294.1766139,2,1
50,392239.732,100,1,5,200,6,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,143,139,127,139,139,139,130,-1,-1,-1,0,139,139,140,140,5,3,3,13,33896,87184,147424,11659888,15515984,28225416,23940056,93189992,1939322,3528108,2992338,11648397,51,51,51,201,-2,-4,-4,6,290,309,303,6,0
51,394234.932,100,0,0,450,0,0,25,2,0,0,0,0,0,47,-36,0,-3,0,0,0,0,14,21,45,-58,0,-209,-375,-479,-6,5,0,12,0,-108,-217,-329,1,1,10,20,0,-101,-193,-285,-3,3,2,10,-599,-423,-244,-117,3,3,3,0,141.7190332,142.9456193,141.2734139,129.6208459,139,139,139,129.1706949,-1,-1,-1,-0.829305136,139,139,140,140,5,3.587613293,3.32326284,13.14954683,397278777,765733953,685599976,597225637,1289392418,2342852014,1986772945,7730137606,1947514.642,3538818.239,3000931.841,11676594.5,213,213,213,416,-2,-3.412386707,-3.67673716,6.149546828,294,319,304.0558912,6,1
52,396714.132,100,0,0,246,2,2,26,2,0,0,0,0,0,33,27,0,-21,0,4,20,0,-5,19,24,-3,0,-3,-3,3,19,18,26,13,0,-13,-20,-17,-19,-15,-30,-13,0,-5,-8,-9,-2,8,22,18,19,12,15,12,9,2,-5,-2,138.7475248,139.3745875,138.0231023,125.2046205,139,139.0313531,139.0313531,129.4075908,-1,-0.968646865,-0.968646865,-0.592409241,139,139,140,140,5.128712871,4,4,13.34323432,144078273,194295678,185048250,346061086,1189959397,2156371601,1828650401,7098381104,1963443.488,3558173.386,3017389.409,11713220.02,242,242,242,244,-1.871287129,-3,-3,6.343234323,295,321,309.3382838,1,1
53,399844.532,100,1,0,490,2,3,26,2,0,0,0,0,0,63,20,20,-4,0,0,0,0,20,31,40,34,0,-4,-1,-8,-18,-5,-4,12,0,-1,-1,-8,-7,7,28,13,0,-6,-4,-6,-9,-7,-8,14,6,7,6,6,8,9,11,0,137.6576355,136.0960591,134.1124795,124.8998358,139,139,139,129.5706076,-1,-1,-1,-0.429392447,139,139,140,140,6,4,4,11.77504105,21264960,35252512,43600124,817527167,2402671763,4344585952,3685182580,14314526176,1972490.227,3566859.162,3025408.943,11752203.55,246,246,246,462,-1,-3,-3,4.775041051,291,317,302.0623974,0,1
54,401691.918,100,0,0,826,0,4,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,25,17,7,1,0,-2,-7,-2,4,-10,-20,-100,0,-2,-9,-7,-4,-1,-5,-28,-42,-36,-30,-24,-16,-10,-8,-2,134.0423841,132.5847682,131.0112583,127.0298013,139,139,139,129.9245033,-1,-1,-1,-0.075496689,139,139,140,140,5.974172185,4,3.946357616,11.13509934,7074129,18271596,30625912,1080453341,2981413920,5388855473,4571125301,17851442027,1974362.432,3568684.232,3027021.297,11821870.15,225,225,225,659,-1.025827815,-3,-3.053642384,4.135099338,296,325,309.7337748,3,1
55,403761.332,100,0,0,594,2,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,379,480,0,0,0,0,0,124,245,356,0,0,-2,68,0,114,214,307,0,0,0,0,616,440,253,123,0,0,0,0,130,126,126,129.7345622,139,139,139,129,-1,-1,-1,-1,139,139,140,140,5,3,3,11.08018433,0,0,739488260,743780081,2145286955,3874327765,3286542035,12896570145,1976953,3570715,3029036,11885961.95,5,5,5,327,-2,-4,-4,4.080184332,305,330,319.2101382,4,1
56,404229.532,100,1,5,6,5,7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,126,126,131,139,139,139,129,-1,-1,-1,-1,139,139,140,140,5,3,3,12,0,0,5452448,5044272,15817784,28566472,24232568,95294200,1976953,3570715,3029036,11911542,5,5,5,5,-2,-4,-4,5,305,328,320,2,0
57,405297.132,100,0,0,306,0,0,18,53,0,0,0,0,0,6,53,44,24,20,0,0,0,15,29,14,16,0,-216,-376,-478,-14,-15,11,33,0,-126,-245,-359,-10,-4,4,36,0,-118,-215,-310,0,-1,-5,28,-599,-420,-233,-108,15,2,9,0,125.9289941,124.9142012,127.852071,125.4289941,139,139,139,129.8402367,-1,-1,-1,-0.159763314,139,139,140,140,5,2.322485207,2.286982249,11.44822485,2537732,6680668,17423008,488754753,1337224844,2414239741,2048016803,8064389934,1977999.635,3571210.484,3029503.42,11929304.36,104,104,104,303,-2,-4.677514793,-4.713017751,4.448224852,311,329,316.3476331,5,1
58,406607.532,100,0,0,307,0,2,22,53,0,0,0,0,0,0,8,10,18,0,0,0,0,9,-23,-22,-31,0,0,-1,-6,1,7,2,-3,0,0,2,1,3,13,20,-3,0,0,2,5,3,-6,13,0,-1,0,-15,-9,-12,-2,-11,-1,125,124,128,130.0310734,139,139,139,129.2612994,-1,-1,-1,-0.738700565,139,139,140,140,5,2,2,11,2689692,7080708,12687360,550603153,1400659764,2528610672,2145053796,8470177784,1978197,3571337,3029658,11963235.97,99,99,99,281,-2,-5,-5,4,309,331,320.5437853,4,1
59,408781.132,100,0,0,350,0,0,28,2,0,1,0,0,0,0,38,33,-13,0,5,0,0,8,-21,-14,5,0,0,-2,3,6,19,12,-11,0,2,-3,3,12,8,-9,-28,0,0,-2,-6,-9,9,-5,-22,10,4,11,12,8,0,1,2,137.8265162,136.8603667,137.6403385,129.0874471,139,139,139,129.167842,-1,-1,-1,-0.832157969,139.6614951,139,140,140,4.600846262,2.314527504,2.359661495,10.43159379,470748312,771019867,710091339,654708800,1407367656,2536270790,2152349764,8517948166,1984798.183,3577043.346,3035561.736,12013725.29,262,262,262,311,-2.399153738,-4.685472496,-4.640338505,3.431593794,303,331,318.0747532,6,1
60,421358.146,100,1,6,96,12,17,100,13,0,-1,0,0,0,0,17,2,12,0,0,0,0,12,-4,-23,-5,0,-4,0,5,-6,-13,-7,41,0,1,6,5,-6,-13,-3,32,0,4,7,10,11,4,-7,4,14,10,11,2,-4,2,-4,-3,145.3575758,149.069697,146.8909091,131.5848485,139.5606061,140.0848485,140.0727273,129.8636364,-0.466666667,0.057575758,0.045454545,-0.145454545,139.0272727,139.0060606,140.0060606,140.0060606,6,3.472727273,3,9.593939394,880927298,1739383485,2161877359,1025013168,667843141,1195954583,1017793781,3977833090,2023258.594,3623463.585,3083487.233,12053587.07,79,79,79,98,-1,-3.527272727,-4,2.593939394,232,332,307.9545455,72,0
61,424172.852,100,1,5,622,9,11,43,2,0,1,0,0,0,-19,-37,-17,-36,-20,0,0,0,-10,-9,-6,52,0,7,1,-5,-9,-12,-22,-66,0,3,7,7,16,26,15,-34,0,4,10,12,10,2,12,-6,-20,-11,-9,-15,4,3,17,4,149.233244,150.1615282,149.6280161,132.616622,142.8813673,143.5589812,143.560992,130.6635389,-0.118632708,0.558981233,0.560991957,-0.336461126,142.8357909,142.8914209,143.8914209,143.9544236,7.196380697,4.443029491,3.879356568,10.58914209,968039520,1625680883,1840795402,1998719781,3093296592,5516375620,4722977843,18084983812,2072973.069,3697098.699,3165236.257,12120989.24,243,243,243,598,0.196380697,-2.556970509,-3.120643432,3.589142091,234,277,255.6957105,57,1
62,425506.838,100,1,5,490,7,10,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,37,44,15,12,-14,0,16,25,33,29,6,-7,-18,0,12,12,10,11,-6,-38,-78,0,-5,-1,5,-6,-4,-12,1,146.2985318,146.3719413,147.5701468,131.814845,141.4812398,141.5546493,141.5546493,130.2145188,-0.146003263,-0.072593801,-0.072593801,-0.327079935,141.7846656,141.7316476,143.3238173,142.3295269,8.945350734,6.414355628,4.590538336,10.50815661,509610786,654299406,604960627,684032117,2572973899,4567304653,3911231899,14919423288,2098434.769,3725178.184,3189996.234,12168918.14,290,290,290,491,1.945350734,-0.585644372,-2.409461664,3.508156607,264,289,272.5187602,18,1
63,426998.252,100,0,0,552,0,3,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,344,444,-4,6,27,39,0,104,208,310,-51,-31,-46,-53,0,98,186,279,-88,-71,-74,-114,596,422,236,113,25,24,31,13,139.5474453,140.2627737,142.0145985,129.9647202,139.0097324,139.256691,139.0900243,129.5060827,-0.99026764,-0.743309002,-0.909975669,-0.493917275,140,139,140.1922141,140,10,7.957420925,5.802919708,11.08759124,143519777,194597618,187928103,782390690,1746569892,3086348002,2642283132,10046820760,2124605.62,3754540.693,3214232.254,12222071.83,150,150,150,352,3,0.957420925,-1.197080292,4.087591241,276,300,284.8807786,1,1
64,428974.838,100,1,5,200,6,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,138,140,124,139,139,139,130,-1,-1,-1,0,140,139,140,140,10,8,6,12,26761,73654,128765,10197278,14890491,26303214,22519651,85864177,2127080,3757544,3216847,12265879,51,51,51,201,3,1,-1,5,280,300,288.4285714,4,0
65,433042.466,100,1,5,431,6,10,34,2,0,0,0,0,0,-200,-126,-92,-11,0,-9,-20,0,-103,-106,-77,-43,0,-183,-336,-437,26,18,-19,-62,0,-101,-208,-314,56,27,32,12,0,-97,-190,-289,78,52,66,77,-595,-423,-248,-124,-34,-32,-32,-12,137.5568369,135.7990115,139.0988468,129.7578254,139,139.0395387,139,129.2059308,-1,-0.960461285,-1,-0.794069193,140,139,140,140,9.500823723,7.573311367,6,12,431926361,716036566,599492441,549677288,1296302843,2296547962,1957624870,7460443157,2135346.349,3783178.188,3224835.652,12290339.19,219,219,219,402,2.500823723,0.573311367,-1,5,268,302,286.2751236,14,1
66,433928.066,100,1,0,242,0,0,23,2,0,1,1,1,0,-22,0,0,-22,0,0,0,0,60,0,0,2,0,-18,-32,-35,-55,-56,-36,22,0,-9,-16,-26,-52,-60,-67,-48,0,-3,-4,0,-8,-3,-9,15,-5,0,10,14,20,11,7,-2,132.8065041,128.995122,131.2081301,125.295935,141.9609756,142.0162602,141.9609756,130.396748,-1,-0.944715447,-1,-0.590243902,141.7235772,139,141.9219512,142.9447154,7.882926829,5.022764228,5.183739837,10.64065041,144762903,191578706,169655187,344631498,1320393994,2338722390,1991272493,7577438537,2146800.94,3802627.875,3237664.784,12320785.17,238,238,238,240,0.882926829,-1.977235772,-1.816260163,3.640650407,286,309,294.7382114,11,1
67,436205.746,100,0,0,507,2,3,22,2,0,0,1,0,0,22,0,0,14,0,0,0,0,16,0,0,-10,0,-7,-8,-18,-18,13,-1,-30,0,2,0,0,18,31,34,7,0,0,6,-1,8,16,28,24,-4,-7,-13,-9,-16,-2,-8,-2,130.5913621,128.7350498,130.6669435,127.9784053,142,142,142,130.5490033,-1,-1,-1,-0.450996678,142,139,142,144,4.787375415,2.440199336,3.263289037,9.486710963,21530473,36565578,41823423,805364094,2592684856,4582669573,3903406792,14872407385,2153217.949,3806057.675,3241847.112,12352253.78,265,265,265,478,-2.212624585,-4.559800664,-3.736710963,2.486710963,291,313,302.2973422,1,1
68,437530.866,100,1,0,529,0,2,25,2,0,0,0,0,0,8,0,0,4,0,0,0,0,17,21,14,28,0,0,-3,5,15,0,-3,9,0,2,4,12,13,11,9,37,0,1,-2,8,14,21,17,15,6,11,13,10,9,4,12,-2,129.5801394,128.9198606,128.8266551,133.9407666,142,142,142,130.7804878,-1,-1,-1,-0.219512195,142,139,142,144,3.969512195,2,2.984320557,9.926829268,696580,1974640,3243972,854618246,2473152281,4369978359,3722535094,14250335669,2154166.8,3806399.987,3242389.365,12412906.14,63,63,63,520,-3.030487805,-5,-4.015679443,2.926829268,295,320,307.1341463,3,0
69,439952.466,100,1,0,600,0,1,25,2,0,-1,0,0,0,17,0,0,9,0,0,0,0,-3,12,26,-27,0,-2,-2,-7,-7,-1,-6,-9,0,-2,-4,-8,-6,-1,3,1,0,-4,-7,-15,-17,-15,-7,9,-1,-13,-8,-6,-3,-9,-9,3,125.2612492,127.0973808,127.8253862,132.4486232,142,142,142,130.2222968,-1,-1,-1,-0.777703156,142,139,142,143.9959704,2.18065816,1.088650101,2,11.07857623,6937659,17306300,27465125,995250966,3209146081,5668940410,4829467434,18575803980,2155015.277,3806961.67,3243229.784,12475094.56,199,199,199,526,-4.81934184,-5.911349899,-5,4.078576226,301,326,313.8770987,0,0
70,440913.666,100,1,0,301,1,3,22,53,0,0,0,0,0,25,0,0,6,0,0,0,0,-14,21,16,13,0,-1,-2,8,-17,-28,-11,10,0,-4,-2,-1,-16,-23,-9,20,0,-4,-6,-3,-9,-4,-16,15,-1,7,8,1,6,3,-1,0,125.8751793,127.6413199,127.9626973,132.5624103,140.1664275,140.1664275,140.1664275,130.2381636,-1,-1,-1,-0.150645624,141.3974175,139,141.3974175,141.8134864,1.289813486,1,1.094691535,12,2304580,4144143,5950107,503532922,1502457177,2653808347,2260891664,8732656498,2155355.567,3807283.921,3243551.504,12528644.56,236,236,236,298,-5.710186514,-6,-5.905308465,5,306,328,317.8780488,3,0
71,444144.066,100,0,0,557,0,0,26,2,0,0,0,0,0,-22,0,0,-5,0,0,0,0,15,12,11,-2,0,1,2,1,23,41,31,10,0,-3,-7,-5,5,12,12,7,0,-2,-2,-4,0,0,16,-6,-3,-1,-3,2,4,0,7,-1,132.4836182,131.3796296,133.1787749,131.6417379,139,139,139,129.241453,-1,-1,-1,-0.758547009,140.008547,139.7571225,141,140,1.108974359,1.08974359,1.173789174,12.62037037,426993165,753730471,687627502,1186661815,3027997486,5347704731,4556953696,17676414227,2156440.925,3808693.311,3245479.822,12589744.11,164,164,164,494,-5.891025641,-5.91025641,-5.826210826,5.62037037,304,330,318.4287749,4,0
72,456468.28,100,1,6,108,11,14,96,13,8,-1,-1,-1,0,52,0,0,-5,0,0,0,0,22,32,1,-7,0,-11,-12,-24,-29,-25,11,4,0,-3,-4,-12,-7,16,42,34,0,-1,-2,1,-8,-1,4,23,5,1,-2,-11,-14,-5,-14,-4,149.7211855,143.6586169,145.7628979,125.9187706,140.6487377,140.6849616,141.3995609,130.4774973,-0.675082327,-0.638858397,0.075740944,0.03622393,140.98573,142.7036224,142.5806806,142.0625686,2,2,2.171240395,12.35565313,1813908706,5605888343,2401126642,3118236214,1991594560,3501959165,2996869088,11550691893,2185851.409,3843623.326,3289319.719,12678552.46,77,77,77,93,-5,-5,-4.828759605,5.355653128,233,329,310.9703622,70,0
73,462517.066,100,1,0,863,4,2,50,2,0,1,0,1,0,-18,0,0,-21,0,0,0,0,-34,-31,-68,61,0,13,9,7,3,-29,-79,-82,0,9,14,24,22,-8,-38,-30,0,19,32,39,49,39,18,-36,0,-2,1,9,5,9,10,6,151.5242165,147.8110161,143.7986705,128.8319088,141.3898386,141.5541311,141.9795821,130.0327635,-0.172839506,-0.008547009,0.416904084,-0.488603989,142.0213675,142.6557455,143.0854701,142.0090218,2.939221273,2.922127255,2.954890788,10.52896486,1203859632,1929388974,2138654054,1756852161,4672366659,8180119150,7017457596,26897996059,2218445.015,3884027.655,3331891.043,12771783.56,444,444,444,855,-4.060778727,-4.077872745,-4.045109212,3.528964862,237,287,265.6471985,46,1
74,463412.68,100,0,0,472,0,6,21,2,0,0,1,0,0,1,0,0,-14,0,0,0,0,-80,-67,0,-62,0,4,7,20,-1,-3,0,1,0,6,10,8,-5,-1,-6,-26,0,-7,-18,-27,-42,-63,-74,-59,-5,-1,-2,1,1,-5,3,2,150.5541796,146.0196078,145.7739938,124.0712074,139.8070175,139.9029928,139.9029928,129.7337461,-0.192982456,-0.097007224,-0.097007224,-0.26625387,143,143.0216718,143.5995872,140.1744066,3,4,3,11.63157895,376695198,481201902,408496734,584251732,2169783992,3783531528,3244403050,12441125581,2238951.806,3904374.988,3348006.374,12838866.05,200,200,200,401,-4,-3,-4,4.631578947,276,297,283.3209494,29,1
75,464979.88,100,0,0,551,0,3,21,2,0,1,0,0,0,-94,0,0,-7,0,0,0,0,40,0,0,11,0,10,24,13,46,58,101,86,0,1,-1,-8,7,9,19,-24,0,-2,2,0,-1,-7,13,15,-17,-18,-12,-14,-2,8,3,-2,141.8754491,143.8694611,143.0335329,127.4419162,139.0862275,139.354491,139.0886228,129.5784431,-0.913772455,-0.645508982,-0.911377246,-0.421556886,141.2131737,141,141.1592814,140,3,4,3,10.4502994,158082570,205744480,172121960,791469184,1882629547,3273284034,2806426894,10751223882,2254474.472,3919953.594,3360804.57,12875415.89,345,345,345,547,-4,-3,-4,3.450299401,284,305,292.3952096,0,1
76,467019.41,100,0,2,356,1,3,25,2,0,0,0,0,0,0,0,0,4,0,0,0,0,57,0,0,-2,0,-6,-11,-13,-26,-27,-35,-16,0,1,3,5,3,10,2,9,0,2,2,3,12,10,9,6,24,17,9,5,-1,-6,-2,-2,141.4744977,140.2163833,140.6460587,130.9304482,139,139.0803709,139,129.1715611,-1,-0.919629057,-1,-0.828438949,141,141,141,140,3.00309119,4.579598145,3.98763524,9.225656878,398773339,728628568,613746375,591167955,1463530207,2543693747,2179964463,8367866616,2261830.781,3931258.782,3369114.839,12933032.29,169,169,169,328,-3.99690881,-2.420401855,-3.01236476,2.225656878,289,314,300.74034,4,1
77,468975.08,100,0,0,246,0,2,28,2,0,-1,0,0,0,46,0,0,16,0,0,0,0,-13,22,1,-8,0,-12,-18,-17,-6,-9,-37,-18,0,-7,-11,-8,-11,-24,-28,16,0,0,-2,0,11,29,26,24,10,9,11,10,5,0,-5,2,140.7163934,135.5983607,136.7803279,131.1344262,139,139.042623,139,129.4262295,-1,-0.957377049,-1,-0.573770492,140.0295082,141,141,140,3.880327869,4.295081967,4.357377049,10.06721311,135913844,192196292,174275062,345606205,1387083673,2408553905,2063301472,7907726384,2273735.498,3948264.244,3382276.133,12963224.41,242,242,242,244,-3.119672131,-2.704918033,-2.642622951,3.067213115,290,318,305.5508197,3,0
78,471172.68,100,0,0,497,0,0,25,2,0,0,0,0,0,17,0,0,12,0,0,0,0,20,39,8,27,0,2,-1,1,-3,9,47,35,0,-4,-7,-13,-11,4,31,15,0,-1,5,12,0,10,24,43,-10,-5,-5,-1,-1,6,-1,-1,137.6496409,131.5131684,131.9377494,130.754988,139,139,139,129.5977654,-1,-1,-1,-0.402234637,140,141,141,140,4,4,3.632083001,10,110038349,122854963,127254236,842321379,2858365561,4956266555,4247267001,16291143723,2280986.603,3955349.958,3389579.922,13001440.16,240,240,240,466,-3,-3,-3.367916999,3,292,317,304.5881883,3,1
